编号,用途,省市,区县,宗地名称,宗地位置,出让年限 ,交易方式,起始价（万元）,成交价格（万元）,溢价率,成交年份,成交年月,成交时间,出让面积,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1447,,徐州市,睢宁县,江苏润创置业有限公司建商业用地,姚集镇古黄河观光路北、姚刘路西,40,挂牌,,1860,,2019,11,2019/11/13,2.063,2063,0.8,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/6/13,2022/6/13
1448,,徐州市,睢宁县,江苏润创置业有限公司建商住用地,姚集镇324省道南、房湾村北,70,挂牌,,1910,,2019,11,2019/11/13,2.12052,2120.52,1.6,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/13,2022/8/13
1449,,徐州市,睢宁县,江苏润创置业有限公司建商业用地,姚集镇324省道房湾段南、姚刘路西,40,挂牌,,1730,,2019,11,2019/11/13,1.919133,1919.133,0.8,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/13,2022/8/13
1450,,徐州市,睢宁县,江苏润创置业有限公司建商业用地,姚集镇324省道房湾段南、姚刘路西,40,挂牌,,2320,,2019,11,2019/11/13,2.57537,2575.37,0.8,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/13,2022/8/13
1451,,徐州市,睢宁县,江苏润创置业有限公司建商业用地,姚集镇324省道房湾段南、姚刘路西,40,挂牌,,1185,,2019,11,2019/11/13,1.315099,1315.099,0.8,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/13,2022/8/13
1452,,徐州市,贾汪区,徐州永润工贸有限公司,贾汪区奋斗路西侧,50,挂牌,,538,,2019,11,2019/11/13,2.6532,2653.2,1,,徐州永润工贸有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1453,,徐州市,睢宁县,江苏润创置业有限公司建商住用地,姚集镇324省道南、房湾村北,70,挂牌,,1960,,2019,11,2019/11/12,2.174308,2174.308,1.6,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/12,2022/8/12
1454,,徐州市,睢宁县,江苏润创置业有限公司建商住用地,姚集镇324省道南、房湾村北,70,挂牌,,430,,2019,11,2019/11/12,0.475178,475.178,1.6,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/12,2022/8/12
1455,,徐州市,贾汪区,江苏众成铝业科技有限公司,贾汪区工业园徐轮路西侧,50,挂牌,,26,,2019,11,2019/11/11,0.1183,118.3,,,江苏众成铝业科技有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1456,,徐州市,徐州经济开发区,徐州金恒建设产业发展有限公司徐贾快速通道西侧公共设施用地,徐贾快速通道西侧,50,挂牌,,450,,2019,11,2019/11/11,0.600511,600.511,0.5,,徐州金恒建设产业发展有限公司,,,,,,,,,,,,,,2020/11/11,2022/5/11
1457,,徐州市,徐州市本级,徐州经济技术开发区庙山路北侧地块徐州金恒建设产业发展有限公司工业用地,庙山路北侧,40,挂牌,,1980,,2019,11,2019/11/11,5.149229,5149.229,1,,徐州金恒建设产业发展有限公司,,,,,,,,,,,,,,2020/11/11,2022/5/11
1458,,徐州市,贾汪区,江苏鑫美新材料科技有限公司,贾汪区工业园中经四路东侧,50,挂牌,,23,,2019,11,2019/11/11,0.1127,112.7,1,,江苏鑫美新材料科技有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1459,,徐州市,云龙区,徐州桂悦置业有限公司学院路南庆丰路东城镇住宅项目,学院路南，庆丰路东,70,挂牌,,89700,,2019,11,2019/11/8,13.25341,13253.41,2.84,,徐州桂悦置业有限公司,,,,,,,,,,,,,,2020/11/8,2022/11/8
1460,,徐州市,贾汪区,徐州安贞机械有限公司,贾汪大道南侧,50,挂牌,,20,,2019,11,2019/11/8,0.098,98,1,,徐州安贞机械有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1461,,徐州市,睢宁县,徐州润创置业有限公司建商住用地,姚集镇324省道南、房湾村北,70,挂牌,,2040,,2019,11,2019/11/8,2.262957,2262.957,1.6,,江苏润创置业有限公司,,,,,,,,,,,,,,2020/8/8,2022/8/8
1462,,徐州市,贾汪区,江苏弘仁住宅工业科技发展有限公司,贾汪区工业园贾汪大道南侧,50,挂牌,,1103,,2019,11,2019/11/8,5.4067,5406.7,1,,江苏弘仁住宅工业科技发展有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1463,,徐州市,徐州经济开发区,徐州经济技术开发区国有资产经营有限责任公司东至环湖东路西至金龙湖商务金融,东至环湖东路、西至金龙湖,40,挂牌,,470,,2019,11,2019/11/8,0.208493,208.493,0.7,,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2020/11/8,2022/5/5
1464,,徐州市,贾汪区,江苏智美消防装备制造有限公司,贾汪区工业园升级路东侧,50,挂牌,,207,,2019,11,2019/11/8,1.018,1018,1,,江苏智美消防装备制造有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1465,,徐州市,铜山区,徐州经济技术开发区太平西路东侧地块苏连电力科技有限公司工业用地,南至东南电子，西至太平西路,40,挂牌,,350,,2019,11,2019/11/7,2.182616,2182.616,1,,苏连电力科技有限公司,,,,,,,,,,,,,,2020/11/7,2022/5/7
1466,,徐州市,睢宁县,吕建国建商住用地,梁集镇戚姬河东、梁庆路北,70,挂牌,,1740,,2019,11,2019/11/7,1.798392,1798.392,1.4,,吕建国,,,,,,,,,,,,,,2020/8/7,2022/8/7
1467,,徐州市,睢宁县,睢宁铸本混凝土工程有限公司建工业用地,梁集镇江阴北路东侧、宁宿徐高速路北侧,30,挂牌,,69,,2019,11,2019/11/7,0.45403,454.03,2,,睢宁铸本混凝土工程有限公司,,,,,,,,,,,,,,2019/12/7,2020/11/7
1468,,徐州市,徐州市本级,徐州经济技术开发区锦绣路西侧2号地块德高莱思建材（徐州）有限公司工业用地,东至锦绣路，南至贝欧丽,40,挂牌,,350,,2019,11,2019/11/7,0.895136,895.136,1,,德高菜思建材（徐州）有限公司,,,,,,,,,,,,,,2020/11/7,2021/11/7
1469,,徐州市,新沂市,新沂城北新区城市建设发展有限公司（商住用地）,新沂市郯新路东-工农路北,70,挂牌,,8055,,2019,11,2019/11/7,3.58,3580,3,,新沂城北新区城市建设发展有限公司,,,,,,,,,,,,,,2020/6/11,2022/6/10
1470,,徐州市,睢宁县,江苏惠庆电器科技有限公司建工业用地,庆安镇睢邳路东、梁王路南,30,挂牌,,451,,2019,11,2019/11/6,3.001901,3001.901,2,,江苏惠庆电器科技有限公司,,,,,,,,,,,,,,2019/12/6,2021/11/6
1471,,徐州市,新沂市,徐州淮新置业有限公司（商住用地）,新沂市五华路南-轻工南路西地块,70,挂牌,,27200,,2019,11,2019/11/6,8.5067,8506.7,2.2,,徐州淮新置业有限公司,,,,,,,,,,,,,,2020/5/7,2023/5/7
1472,,徐州市,睢宁县,江苏百株家具有限公司建工业用地,凌城镇徐宁路以南、经二路东侧,30,挂牌,,220,,2019,11,2019/11/6,1.462917,1462.917,2,,江苏百株家具有限公司,,,,,,,,,,,,,,2020/5/6,2022/5/6
1473,,徐州市,徐州市本级,徐州经济技术开发区彭祖大道北侧地块复星医药（徐州）有限公司工业用地,南至彭祖大道绿化带,40,挂牌,,3320,,2019,11,2019/11/6,19.73527,19735.27,1.1,,复星医药（徐州）有限公司,,,,,,,,,,,,,,2020/11/6,2022/11/6
1474,,徐州市,新沂市,徐州淮新置业有限公司（商住）,G311国道北、轻工南路西地块,70,挂牌,,26400,,2019,11,2019/11/6,8.8,8800,2.2,,徐州淮新置业有限公司,,,,,,,,,,,,,,2020/5/7,2023/5/7
1475,,徐州市,睢宁县,徐州启顺电商科技有限公司建工业用地,凌城镇徐宁路南侧、经三路东侧,30,挂牌,,162,,2019,11,2019/11/6,1.075851,1075.851,2,,徐州启顺电商科技有限公司,,,,,,,,,,,,,,2020/5/6,2022/5/6
1476,,徐州市,睢宁县,徐州茂宏冷链仓储有限公司建工业用地,凌城镇徐宁路南侧、经三路东侧,30,挂牌,,1012,,2019,11,2019/11/6,3.371133,3371.133,2,,徐州茂宏冷链仓储有限公司,,,,,,,,,,,,,,2019/12/6,2020/11/6
1477,,徐州市,睢宁县,江苏开启牧业有限公司建工业用地,官山镇104国道西侧、白马河北侧,44,挂牌,,43,,2019,11,2019/11/6,0.283201,283.201,2,,江苏开启牧业有限公司,,,,,,,,,,,,,,2019/12/6,2020/11/6
1478,,徐州市,睢宁县,江苏东和循环科技有限公司建工业用地,凌城镇121省道南侧、徐洪河以东,30,挂牌,,147,,2019,11,2019/11/6,0.976659,976.659,2,,江苏东和循环科技有限公司,,,,,,,,,,,,,,2019/12/6,2020/11/6
1479,,徐州市,徐州市本级,徐州经济技术开发区桃山路北侧地块焙事达机械（徐州）有限公司工业用地,南至桃山路、西至斗山发动机厂,40,挂牌,,410,,2019,11,2019/11/5,1.066001,1066.001,1,,焙事达机械（徐州）有限公司,,,,,,,,,,,,,,2020/11/5,2021/11/5
1480,,徐州市,贾汪区,徐州弘冉房地产开发有限公司,贾汪区疏港大道北侧，星港路南侧,70,挂牌,,20932,,2019,11,2019/11/4,6.974,6974,2.8,,徐州弘冉房地产开发有限公司,,,,,,,,,,,,,,2020/11/4,2022/11/3
1481,,徐州市,贾汪区,徐州弘冉房地产开发有限公司,贾汪区疏港大道北侧，星港路南侧,70,挂牌,,19606,,2019,11,2019/11/4,6.4666,6466.6,2.8,,徐州弘冉房地产开发有限公司,,,,,,,,,,,,,,2020/11/4,2022/11/3
1482,,徐州市,贾汪区,徐州弘冉房地产开发有限公司,贾汪区疏港大道北侧，星港路南侧,70,挂牌,,18180,,2019,11,2019/11/4,5.6083,5608.3,2.8,,徐州弘冉房地产开发有限公司,,,,,,,,,,,,,,2020/11/4,2022/11/3
1483,,徐州市,睢宁县,江苏涵尔电气科技有限公司建工业用地,德发路瑞德铝业东,30,挂牌,,232,,2019,11,2019/11/4,1.540384,1540.384,1.5,,江苏涵尔电气科技有限公司,,,,,,,,,,,,,,2019/12/4,2020/11/4
1484,,徐州市,铜山区,徐州市永泰液化气有限公司刘集瓶装燃气充装站,刘集镇田园村、欣兴村,50,挂牌,,273,,2019,11,2019/11/4,0.7,700,0.5,,徐州市永泰液化气有限公司,,,,,,,,,,,,,,2020/5/4,2023/5/4
1485,,徐州市,睢宁县,江苏宁江工业园投资有限公司建居住用地,规划文学北路东侧、2013-7号宗地东,64,挂牌,,7280,,2019,11,2019/11/4,5.104294,5104.294,2.2,,江苏宁江工业园投资有限公司,,,,,,,,,,,,,,2020/8/4,2023/8/4
1486,,徐州市,睢宁县,江苏百诺电力设备有限公司建工业用地,经一路东、龙英纺织西,30,挂牌,,124,,2019,11,2019/11/4,0.821601,821.601,1.5,,江苏百诺电力设备有限公司,,,,,,,,,,,,,,2019/12/4,2020/11/4
1487,,徐州市,贾汪区,徐州晖宏置业发展有限公司,东一街西侧、朝阳渠东侧,70,挂牌,,6211,,2019,11,2019/11/4,3.6002,3600.2,3,,徐州潘贸文化旅游发展有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1488,,徐州市,睢宁县,徐州漫道环保科技有限公司建工业用地,兴业路北、经一路东,30,挂牌,,122,,2019,11,2019/11/4,0.812683,812.683,1.5,,徐州漫道环保科技有限公司,,,,,,,,,,,,,,2019/12/4,2020/11/4
1489,,徐州市,贾汪区,徐州奥特莱斯购物广场管理有限公司,贾汪区310国道南侧,70,挂牌,,18261,,2019,11,2019/11/1,14.0672,14067.2,1.6,,徐州奥特莱斯购物广场管理有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1490,,徐州市,睢宁县,徐州富意塑胶科技有限公司建工业用地,高作镇惠民路北侧、振兴路西侧,30,挂牌,,249,,2019,11,2019/11/1,1.658528,1658.528,2,,徐州富意塑胶科技有限公司,,,,,,,,,,,,,,2019/12/1,2020/11/1
1491,,徐州市,睢宁县,徐州施吕希藤机械装备制造有限公司建工业用地,规划创业路南、经一路西,30,挂牌,,237,,2019,11,2019/11/1,1.575527,1575.527,1.5,,徐州施吕希藤机械装备制造有限公司,,,,,,,,,,,,,,2019/12/1,2020/12/1
1492,,徐州市,睢宁县,睢宁县万瑞达加油站建零售商业用地,乐园路西、永昶路南,40,挂牌,,1870,,2019,11,2019/11/1,0.932019,932.019,0.7,,睢宁县万瑞达加油站,,,,,,,,,,,,,,2020/8/1,2022/8/1
1493,,徐州市,睢宁县,江苏腾顺建设有限公司建工业用地,北环路南、渭河西路西侧,30,挂牌,,60,,2019,11,2019/11/1,0.396659,396.659,1.5,,江苏腾顺建设有限公司,,,,,,,,,,,,,,2019/12/1,2020/11/1
1494,,徐州市,睢宁县,江苏盛志置业集团有限公司建商住用地,双沟镇104国道北、双沟医院西,66,挂牌,,855,,2019,11,2019/11/1,0.80837,808.37,1.8,,江苏盛志置业集团有限公司,,,,,,,,,,,,,,2020/8/1,2022/8/1
1495,,徐州市,睢宁县,徐州创优环保机械科技有限公司建工业用地,兴业路北、德发路东,30,挂牌,,450,,2019,11,2019/11/1,2.995048,2995.048,1.5,,徐州创优环保机械科技有限公司,,,,,,,,,,,,,,2019/12/1,2020/11/1
1496,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇八一村境内、睢邳路西侧,70,挂牌,,2000,,2019,10,2019/10/31,6.048444,6048.444,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1497,,徐州市,贾汪区,徐州中兴纸业有限公司,贾汪区污水处理厂东侧,50,挂牌,,287,,2019,10,2019/10/31,1.402,1402,1,,徐州中兴纸业有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1498,,徐州市,贾汪区,徐州中兴纸业有限公司,贾汪区污水处理厂南侧,50,挂牌,,341,,2019,10,2019/10/31,1.6671,1667.1,1,,徐州中兴纸业有限公司,,,,,,,,,,,,,,2020/11/1,2022/10/31
1499,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇八一村境内、睢邳路西侧,70,挂牌,,2225,,2019,10,2019/10/31,6.728092,6728.092,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1500,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇八一村境内、睢邳路西侧,70,挂牌,,1615,,2019,10,2019/10/31,4.885141,4885.141,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1501,,徐州市,睢宁县,睢宁县高新科技发展有限公司建科研用地,兴业路北、长旺路西,50,挂牌,,430,,2019,10,2019/10/31,2.856234,2856.234,1.5,,睢宁县高新科技发展有限公司,,,,,,,,,,,,,,2020/7/31,2022/7/31
1502,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇八一村境内、睢邳路西侧,70,挂牌,,1735,,2019,10,2019/10/31,5.257241,5257.241,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1503,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇高党村境内、古黄河以南,70,挂牌,,1165,,2019,10,2019/10/30,3.548053,3548.053,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1504,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇高党村境内、古黄河以南,70,挂牌,,2065,,2019,10,2019/10/30,6.307575,6307.575,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1505,,徐州市,睢宁县,睢宁丰泰建设工程有限公司建居住用地,姚集镇高党村境内、古黄河以南,70,挂牌,,1895,,2019,10,2019/10/30,5.789032,5789.032,1.3,,睢宁丰泰建设工程有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1506,,徐州市,睢宁县,徐州下邳文化传播有公司建居住用地,古邳镇象山、睢邳路以东,70,挂牌,,1850,,2019,10,2019/10/30,5.247432,5247.432,1.3,,徐州下邳文化传播有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1507,,徐州市,泉山区,徐州润创置业有限公司徐商公路北三环西路高架西城镇住宅,徐商公路北、三环西路高架西,70,挂牌,,40180,,2019,10,2019/10/30,2.66,2660,2.7,,徐州润创置业有限公司,,,,,,,,,,,,,,2020/10/30,2022/4/30
1508,,徐州市,睢宁县,徐州下邳文化传播有限公司建居住用地,古邳镇象山、睢邳路以东,70,挂牌,,2410,,2019,10,2019/10/30,6.835978,6835.978,1.3,,徐州下邳文化传播有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1509,,徐州市,睢宁县,徐州下邳文化传播有限公司建居住用地,古邳镇象山、睢邳路以东,70,挂牌,,1920,,2019,10,2019/10/30,5.445943,5445.943,1.3,,徐州下邳文化传播有限公司,,,,,,,,,,,,,,2019/11/30,2021/11/30
1510,,徐州市,邳州市,邳州上亿国际商贸城  徐州上亿置业有限公司,前沈路北、果满山路东,40,挂牌,,5136,,2019,10,2019/10/30,8.55987,8559.87,2,,徐州上亿置业有限公司,,,,,,,,,,,,,,2020/1/8,2023/1/7
1511,,徐州市,丰  县,江苏鸿迅机车有限公司2019-G89赵庄世纪大道北区块,赵庄镇驻地西，丰单路北,30,挂牌,,462,,2019,10,2019/10/29,3.52818,3528.18,1,,江苏鸿迅机车有限公司,,,,,,,,,,,,,,2019/11/29,2020/5/28
1512,,徐州市,徐州市本级,徐州经济技术开发区高新路北延东侧地块江苏德澜仕环境科技有限公司工业用地,西至高新路北延东侧,40,挂牌,,1240,,2019,10,2019/10/29,7.346365,7346.365,1,,江苏德澜仕环境科技有限公司,,,,,,,,,,,,,,2020/10/29,2022/4/29
1513,,徐州市,睢宁县,江苏昌航电气有限公司建工业用地,规划创业北、德发路东,30,挂牌,,254,,2019,10,2019/10/29,1.692485,1692.485,1.5,,江苏昌航电气有限公司,,,,,,,,,,,,,,2019/11/29,2020/10/29
1514,,徐州市,睢宁县,江苏金旭智能科技有限公司建工业用地,经一路东、创业路北,30,挂牌,,124,,2019,10,2019/10/29,0.822944,822.944,1.5,,江苏金旭智能科技有限公司,,,,,,,,,,,,,,2019/11/29,2020/10/29
1515,,徐州市,丰  县,徐州康汇百年食品有限公司（2019-G86）,范楼镇金陵村北，金河路西,30,挂牌,,182,,2019,10,2019/10/29,1.38829,1388.29,1.2,,徐州康汇百年食品有限公司,,,,,,,,,,,,,,2019/11/29,2020/5/28
1516,,徐州市,丰  县,徐州市晶鑫新材料有限公司（2019-G83）,顺河镇S254省道东，纬二路北,50,挂牌,,1073,,2019,10,2019/10/29,7.20507,7205.07,0.9,,徐州市晶鑫新材料有限公司,,,,,,,,,,,,,,2020/4/29,2021/4/28
1517,,徐州市,丰  县,丰县财金产业园运营管理有限公司（2019-G85）,西环路南延伸段西，南环路西延伸段南,30,挂牌,,623,,2019,10,2019/10/29,4.46958,4469.58,1,,丰县财金产业园运营管理有限公司,,,,,,,,,,,,,,2020/4/29,2021/4/28
1518,,徐州市,丰  县,丰县财金产业园运营管理有限公司（2019-G84）,西环路南延伸段西，南环路西延伸段南,30,挂牌,,430,,2019,10,2019/10/29,3.08064,3080.64,1,,丰县财金产业园运营管理有限公司,,,,,,,,,,,,,,2020/4/29,2021/4/28
1519,,徐州市,徐州市本级,徐州经济技术开发区港区路南侧地块徐州九州物流有限公司工业用地,港区路南侧,40,挂牌,,330,,2019,10,2019/10/29,1.492355,1492.355,1,,徐州九洲物流有限公司,,,,,,,,,,,,,,2020/10/29,2022/4/29
1520,,徐州市,丰  县,徐州满春农业发展有限公司（2019-G88）,范楼镇齐阁村丰徐路北,30,挂牌,,124,,2019,10,2019/10/29,0.94155,941.55,1.2,,徐州满春农业发展有限公司,,,,,,,,,,,,,,2019/11/29,2020/5/28
1521,,徐州市,丰  县,丰县碧桂园房地产开发有限公司2019-90锦绣东城北B区块,东城路东、南苑路南,68,挂牌,,9565,,2019,10,2019/10/29,3.97911,3979.11,2.2,,丰县碧桂园房地产开发有限公司,,,,,,,,,,,,,,2020/7/29,2023/7/28
1522,,徐州市,丰  县,江苏骅东房地产开发有限公司（2019-92）孙庄区块1-03C,丰邑路东，国税局北,64,挂牌,,726,,2019,10,2019/10/29,0.32164,321.64,3,,江苏骅东房地产开发有限公司,,,,,,,,,,,,,,2020/7/29,2023/7/28
1523,,徐州市,睢宁县,徐州佳联农业发展有限公司建居住用地,魏集镇徐庄组、302县道北侧,70,挂牌,,1620,,2019,10,2019/10/29,4.705962,4705.962,1.3,,徐州佳联农业发展有限公司,,,,,,,,,,,,,,2019/11/29,2021/11/29
1524,,徐州市,睢宁县,徐州佳联农业发展有限公司建居住用地,魏集镇徐庄组、302县道北侧,70,挂牌,,1460,,2019,10,2019/10/29,4.232303,4232.303,1.3,,徐州佳联农业发展有限公司,,,,,,,,,,,,,,2019/11/29,2021/11/29
1525,,徐州市,睢宁县,徐州佳联农业发展有限公司建居住用地,魏集镇徐庄组、302县道北侧,70,挂牌,,2265,,2019,10,2019/10/29,6.570266,6570.266,1.3,,徐州佳联农业发展有限公司,,,,,,,,,,,,,,2019/11/29,2021/11/29
1526,,徐州市,睢宁县,徐州佳联农业发展有限公司建居住用地,魏集镇徐庄组、302县道北侧,70,挂牌,,1565,,2019,10,2019/10/29,4.546002,4546.002,1.3,,徐州佳联农业发展有限公司,,,,,,,,,,,,,,2019/11/29,2021/11/29
1527,,徐州市,睢宁县,徐州佳联农业发展有限公司建居住用地,魏集镇徐庄组、302县道北侧,70,挂牌,,2040,,2019,10,2019/10/29,5.919679,5919.679,1.3,,徐州佳联农业发展有限公司,,,,,,,,,,,,,,2019/11/29,2021/11/29
